author,comment,like_count,published_at
@sultanag583,"Simple sebetulnya.. Program nya bagus pemerintahan nya masih tolol dan amatiran. Wkwkwkwk.. Dr mulai ide dasar, daerah prioritas, pembengkakan dana, ingin pakai uang zakat , suruh iuran, keracunan makanan. Pokoknya tolol dan amatiran.",0,2025-01-24T02:14:07Z
@eka_badminho,"Makan bergizi gratis akan efektif kalau disalurkan ke daerah pelosok yang sekiranya mereka masih kesulitan dalam hal makanan, kalau untuk daerah yang sekiranya “mampu” ya mending ga usah. Mereka juga bisa kali beli makanan sendiri yg lebih proper karena mereka mampu, dan juga tentunya akan lebih hemat anggaran sehingga pemerintah ga perlu keluar duit terlalu banyak untuk program ini. Karena hemat anggaran akhirnya bisa digunakan untuk keperluan lain yang lebih bermanfaat :)",1,2025-01-24T02:13:14Z
@irhabie,"Tenang masih bisa korupsi uang MBG di dapodik dan manipulasi data 🤣
Udh ga asing dunia pendidikan seperti itu.
Lu udh bagus ngasih materi, tp pemerintah bakal buta dan sekolah bakal tutup telinga.

Semoga sehat slalu untuk mencerdaskan bangsa",0,2025-01-24T02:12:49Z
@ruppiify,"salam millenial, rotten millenial yang mulai tenggelam secara kinerja, HUUUAA SEMANGAT! mulai bersuara, mulai mengekspresikan diri!!!!!!!!!!!",0,2025-01-24T02:12:48Z
@andipradana6921,"Program ujungnya tai...
Pendidikan gratis lebih penting",0,2025-01-24T02:12:27Z
@winduashter,"Mau pengawasan seperti apa. Sedangkan korupsi yang di lakukan sudah berjamaah dari atas ke paling bawah. Sudah ada kongkalikong dari pihak A,B,C untuk minta jatah sendiri . Jadi menu yang sampai ke siswa tidak layak. Dan pihak sekolah yang terlibat tidak mengizinkan menu makan yg diberikan di upload ke sosmed",0,2025-01-24T02:12:26Z
@raihanrabbani386,"""anak sekecil itu dimarain saitama..""",0,2025-01-24T02:11:56Z
@TainaNahzytia,"Buka video ini, ternyata ada logo 'close the door' langsung skip ijin ninggalin komen aja hehehe",0,2025-01-24T02:10:38Z
@WahyuWeda,"Sangat setuju sama saran2 yang di sampakan sama bang ferry,,, salah satunya utamakan dulu daerah yg mengalami gizi buruk dulu atau daerah pelosok2,, serta ada team pengawasannya",0,2025-01-24T02:09:45Z
@rezaangga1631,"harusnya perkara makan siang itu dikembalikan ke masing2 sekolah, karena sekolah yg bisa mengukur kapsitas dan keperluannya sendiri dalam memenuhi kebutuhan makanan anak di sekolah..bentuk badan khusus untuk jadi pengawas (tapi ya harus diawasin juga yg bener jgn malah jadi lahan basah lagi) jadi pemerintah kasih dana dan sekolah sendiri yg mengelola sesuai kemampuan dan kebutuhan masing2 sekolah.. pake vendor lagi ujung2nya cari vendor yg bisa kasih uang pelicin bt menangin tender, diawali dengan cara curang ke belakang2nya ya makin curang...",0,2025-01-24T02:09:18Z
@weezerjspn2101,Gw dah feeling pasti ada potongan videonya pa harto,0,2025-01-24T02:08:57Z
@Lestariinaja,Makan gratis sangat gampang buat di korup btw,0,2025-01-24T02:07:24Z
@bagusskipway7532,"Gak heran, klo budaya opini di masyarakat masih berupa oposisi biner bang, karena pelaksanaan program apapun kesannya menjadi wajib. Bahkan dikasi makan gratis saja, kesannya jadi harus wajib dimakan bukan? Sekrang boleh gak siswa yang gak suka makanannya boleh gak ambil? Boleh gak dimakan? Orang sekelas om dedi aja maw nabok2. Apalagi guru kelasnya? Temen2nya? Bagaimana opini mereka? Kan gak lucu di hakimin sepihak hanya gara2 gak maw ambil jatah makan gratisnya. Ketika kita dimusuhin hanya karena 1 hal, maka 1 hal itu akan menjadi hal yang wajib kita bela, jadilah oposisi biner. Selama hal yang gak wajib trus dipaksa menjadi wajib, pasti memicu konflik, dan klo udah konflik, pasti biner, benar dan salah.",0,2025-01-24T02:07:20Z
@jeempat5683,Tidak semua hal harus diperdebatkan.,0,2025-01-24T02:04:48Z
@natz451,"Bagus banget bang ferry
Mau gmn pun jgn sampe rakyat gk berani utk berpendapat lagi.
Kritik itu wajar, klo kritiknya gk bener ya gk usah di dengar, klo kritiknya membangun dijadikan evaluasi, gitu harusnya.
Jangan malah dibungkam, di katain, dibanding2kan.",0,2025-01-24T02:03:36Z
@sepriadi089,8:30 usul dan saran bung ferry,0,2025-01-24T02:01:30Z
@ekattiar,"Mending uang pribadinya buat bayar utang negara, drpd nombokin maksn siang.",0,2025-01-24T01:58:38Z
@galantos,AKHIRNYA,0,2025-01-24T01:56:51Z
@wavevnx8236,Damn,0,2025-01-24T01:56:30Z
@voltKHAN,teman sarapan dan itu adalah benar,0,2025-01-24T01:56:24Z
@Alfitainment,lebih baik pendidikan gratis yang merata. orang2 kelas menengah mah biar ada makan gratis tetap aja jajan di luar,0,2025-01-24T01:56:03Z
@Nanacimol554,Buruknya koruptornya berbagi makanan biasanya kan buat koruptor semua wkwk,0,2025-01-24T01:54:21Z
@IndahFebrianty-y2s,"Makan gratis itu sebaiknya dimulai untuk daerah terpencil yg masyarakatnya kurang mampu, karena kalau daerah elite(ramai) banyak maunya jatuhnya gak bersyukur",0,2025-01-24T01:53:34Z
@Haresugita889,"Setuju bgt bang ,harusnya generasi skrg byk terima kasih...
Kt sbgai jaman melenial tidak sebebas dan tidak ada makan gratis.",0,2025-01-24T01:53:23Z
@Mooawee,Lu masih mending.. Lah gua.. makannya Oki jeli dring,0,2025-01-24T01:53:20Z
@muhammadnurakbar4851,"Pembahasan yg menarik mas fer . Seperti biasa masyarakat kita cepat terkotomi dalam biasnya masing2. 
Setuju dengan yg mas bilang, kalau program ini lebih baik dilaksanakan sesuai dengan prioritas, kan tujuan awalnya untuk memperbaiki gizi dan mengurangi angka stunting.

Saya penasaran, bisakah program ini bertahan dan berkembang seperti program makan siang di jepang sana. Memang tidak gratis untuk makan siswa, tapi mereka mempunyai sistem  yg mendukung program (baik dari pemerintah, sampai ke petani) sehingga dapat mengakomodir gizi seluruh siswa",0,2025-01-24T01:53:02Z
@TanggapPetugas,sambil sarapan di jumat pagi,0,2025-01-24T01:53:00Z
@alvinnuha6460,Gimana kalo di ganti pemerataan KIP dan uangnya hanya bisa di beli untuk beli lauk mentah seperti KJP yang sudah berjalan,0,2025-01-24T01:51:52Z
@WISNUPrayitno-ld2rh,👏👏👏,0,2025-01-24T01:50:39Z
@bagusyuwono8871,"Gua benci ketika kritik dan masukan lalu dicap anak Abah sama BUZZER bodoh
Kek, sempit dan dangkal bat si otak lu para BUZZER",1,2025-01-24T01:50:34Z
@adityasaputra7029,Ga tajam bro.,0,2025-01-24T01:50:29Z
@branch-bi5sq,"Bang Fer, coba suruh si botak bikin video kaya gini versi dia, apa maksudnya anak anak ga bersyukur dan makanan di bilang tidak enak pengen dia gampar? Lu bener bang, kalo semua nya bener, ada yang enak ada yang ga enak ada yang beracun, tapi dia cuma terima dari sisi Pemerintah yang mengharuskan anak anak bersyukur aja, dan yang ga setuju di sebut ""Gua di serang Buzzer""",1,2025-01-24T01:49:37Z
@fathinamni,"nahh yess akhirnya ada yg bahas ini jugaaa

gw selalu mempertanyakan ini, apa bener program ini bakal bagus buat jangka panjang atau sebenernya cuma buang² duit doang? karna ya secara pemerintah nraktir anak sekolah hampir se indonesia tiap hari, apa ga boncos tu apbn?

karna bung fer temen2 gw yg gw tau mereka banyak yg lahir dari keluarga beruntung , mereka dapet jatah juga, trus gw kayak mikir ""apa ga salah sasaran ini program?"" 

""apa ga bisa dana ini di alokasikan ke hal² yg lebih prioritas aja daripada ngasi makan anak orang kaya?"" 

semoga yang terbaik terus ke depannya untuk bang fer dan masyarakat indonesia❤",0,2025-01-24T01:49:33Z
@dindaaulia54,"gue 99% yakin mr. botak bisa berpikir setajam ini.
tapi u know guys, kadang itulah kenapa kita ttp butuh orang pintar di luar pemerintahan. bcs once mereka udh terafiliasi sama pemerintahan, mereka jadi tumpul (bukan orang/pemikirannya, tapi opininya yg disampaikan di publik).
indonesia bersyukur punya orang sepintar dan se-vokal ferry yg stay di luar (bahkan keluar dr sistem pemerintahan itu sendiri) untuk mencerdaskan kehidupan bangsa. hats off bang 🔥",2,2025-01-24T01:49:06Z
@ahmadboun-gt2gy,"Niatnya bagus, tapi pelaksanaan pasti amburadul

🗿",0,2025-01-24T01:48:55Z
@tampartambahpintar,MBG BUDGET 10rb VS Nasi Kotak 50K cuaks wkwk,0,2025-01-24T01:48:41Z
@R_A_P500,"Lebih banyak buruknya ketimbang baiknya. 
Pak presiden juga tahu akan hal itu, tapi beliau menepati janjinya, dan akhirnya kewalahan, belum matang sih untuk rencana MBG menurut saya.
Tapi gimana lagi, pak prabowo sedang melakukan yang terbaik, pemutihan bila dibilang prof mahfud.",0,2025-01-24T01:48:17Z
@setyaalfitrah8659,"Sepertinya pak Prabowo harus mendiskusikan kembali bersama mentri2nya mengenai MBG ini, baiknya gimana. Betul yg di bilang bang ferry, harusnya mendahulukan yg ke desa2 plosok dulu, lalu yg distribusikan MBG harusnya kantin2 terdekat sekolah tersebut saja.",2,2025-01-24T01:48:06Z
@HexsaBay,"BILANGIN DIA BANG, SURUH GEDEIN OTAK BUKAN CUMA OTOT 😂😂😂",0,2025-01-24T01:47:52Z
@fadhliashif2989,"Legend bet pertanyaan pak Harto ""kenapa kamu tanya begitu, siapa suruh tanya?""
Kepsek dan guru² waktu itu auto keringat dingin
😂😂",0,2025-01-24T01:47:33Z
@sehatsegarbugar,"Yg buat netizen marah krn pak Letkol Tituler bandingkan dg nasi kotak di tempat syuting. 
Apakah yakin budget nasi kotak syuting 10rb?

Pertanyaan selanjutnya,
Kalo dg budget 10rb sdh bisa termasuk ""makan bergizi"" seharusnya ini menjadi alasan penting utk penghematan anggaran. Kita tau sendiri pak Prabowo berusaha keras menghemat anggaran sana sini, apalg yg berhubungan dg pejabat, asn dll.
Knp tidak sekalian uang makan pejabat, asn dll yg nilainya mencapai 3-4 kali ""makanan bergizi"" ikut dipangkas? 
Bgm mgkn dg budget 10rb layak utk dikonsumsi dan dikatakan ""bergizi"" bagi anak sekolah tp bagi pejabat, asn, dll dikatakan berbeda. Katakanlah pejabat, asn, dll menolak disamakan budgetnya, tp dg nilai yg 3-4x lipat budget makan bergizi, tentunya sdh tdk relevan lg.",0,2025-01-24T01:47:13Z
@samnah6455,"Gw mendukung klo tersistem dengan rapi, baik dan benar!!!

Gw menolak sampai saat ini, krna masih blm jelas!!!",0,2025-01-24T01:46:36Z
@Pakbangunpak,"Sepemikiran bang, sejak awal aku setuju dgn pesan ke orang kantin, secara logika udah terjamin mutunya, krn guru dan murid aja langganan biasa beli, tinggal variasi menu aja.
Dan seperti yg kuduga dulu, kantin akan merugi kalau ada makan siang gratis, dgn sekolah pesan ke kantin 2 masalah yaitu kualitas makanan dan kantin merugi akan teratasi.

Akupun malah g setuju banget dgn pendapat ahok, kasih duit ke ibunya, jadinya malah BLT dong, g ada jaminan sama emaknya g dibuat bayar utang dulu 😂",0,2025-01-24T01:46:15Z
@ferdausalamsyah1600,program ini sulit berjalan lancar krna tabiat oknum  pejabat yg korup bang...... khususnya yg punya wewenang untuk memilih vendor catering.....,0,2025-01-24T01:45:34Z
@widhitrisnadi181,"masalah stunting, solusi MBG, makanya bengkak, dana akan hemat klo fokus di kantong rawan stunting",0,2025-01-24T01:44:43Z
@fadhliashif2989,Kalo Lo brani coba bantah statement Deddy Corbuzier bro,0,2025-01-24T01:44:19Z
@darinrf331,Netizen sotoy banget ya 😂 gw udah mengira pasti bang Ferry bakal bikin ni video,0,2025-01-24T01:43:57Z
@zulfikarmuchlis2092,"3:20 si bangsat cilik ini mesti diajarin tata krama. Jangan sampe makan gratis gede nya jadi bangsat. 

Ibarat binatang aja dikasi makan bersyukur sm yg ngasi.",1,2025-01-24T01:43:42Z
@GilangFebianto,Setuju dengan Bang Ferry Irwandi,0,2025-01-24T01:43:24Z
@Overwatchhh,"sorry oot, knp sekarang iklan yt judol dan pinjol ya?",0,2025-01-24T01:43:21Z
@mohammadfarid635,klo saya sambil makan pagi om 😁,0,2025-01-24T01:42:13Z
@iamdailham,Intinya statement si Cahyadi salah sih udah gitu aja,0,2025-01-24T01:41:54Z
@bagusprawira6287,"Bang bahas PROGRAM PIP, banyak ditilep oknum Guru / Kepsek",0,2025-01-24T01:40:34Z
@zingzang4909,"gw agak gelisah terkait program ini, karena anggarann yang besar dan takut tidak tepat sasaran, bro ferry ini memberikan saran yang menjawab terkait kegelisahan gw, semoga pemerintah mau mendgengar kan masukanbro ferry ini.",0,2025-01-24T01:40:03Z
@surapurna,"Sebenarnya balik lagi ke aturan. 
Misal di kasih standar baku apa aja yg harus ada di menunya dan berapa gram tiap itemnya jadi lebih mudah pengawasan nya di lapangan.

Misal proteinnya berapa gram
Nasinya sekian gram
Sayur harus seberapa gram
Buah nya juga.

Jadi vendor tinggal ikutin. Kalau ada kurang saat evaluasi tinggal ganti vendor aja.",0,2025-01-24T01:39:48Z
@exdespair6085,"kata om Dedy kalo MISKIN ga boleh banyak protes.

orang MISKIN tidak punya hak untuk mengkritisi kebijakan pemerintah.",0,2025-01-24T01:38:19Z
@LeonRafale,"ngomong panjang kali lebar tapi ujung2nya tetep aja lu gak berani kritik si Letkol Giveaway 🤣 
""Never bite the hand that fingers you"" 🤪",0,2025-01-24T01:38:02Z
@BoozoorBadagz,"Makan siang gratis, cmn janji kampanye yg indah, menarik, tapi TIDAK AKAN BISA DIPENUHI.
Paling lama 1 thn doank, dan akhirnya akan rubuh, hancur & menguap krn itulah karakter aslinya.",0,2025-01-24T01:36:59Z
@YanuPratomo-ry1ov,KHUSUS ANAK SMA TOLONG MAKAN SIANG GRATIS TAMBAH 1 BATANG SURYA,0,2025-01-24T01:36:20Z
@kurangkopi2,"Ada yg terlewat dari pembahasan lu kali ini Fer, dan itu cukup substansial terhadap opini masyarakat atas pemerintah sekarang. Pembahasan mengenai asal muasal program ini mana? Dari situ kan bisa ditarik visibilitas dari program ini waktu diwacanakan! Maksud gw ""how to menjalankan program"" harus sudah ada saat program dibuat. Bukan bikin program dulu terus ""how to"" nya nnti aja dipikirin belakangan kayak masyarakat disuruh urunan lah, zakat dipake buat program ini lah, dsb.. Dengan kurang kritisnya lu di video ini wajar sih orang menilai karena lu terafiliasi sama CTD, lu jadi ga tajam..",0,2025-01-24T01:35:58Z
@saifulrizal7128,Bahas pagar laut tanggerang bang kalo berani siih😅 0:08,0,2025-01-24T01:35:52Z
@reka.p,Bener-bener dengerin sambil sarapan lontong isi oncom 😆😆,0,2025-01-24T01:35:38Z
@ruxtest907,"Emang netizen kita msh susah misahin gak suka pendapat nya ya bkn berarti benci orangnya jg, itu hrs dipisahin, rata2 gak suka pendapatnya ya sekalian gak suka orangnya 😄",0,2025-01-24T01:34:48Z
@Ku-RoBo,"Saya setuju mengenai ""pengalihfungsian kantin sekolah"" 🎉",0,2025-01-24T01:34:47Z
@Thama46x,"Banyak yg bilang Gen Z, Gen A, ataupun Gen B itu generasi ""gagal"" krn dinilai cengeng, lemah, ataupun manja. Yang menganggap begitu adalah Gen X, Milenial, ataupun boomer atau baby boomer. Laahhhh kalian yg gak sadar dong bahwa yg ""menciptakan"" Gen2 yg kalian nilai gagal itu yaaa kalian. Terus ngapain nyalahin?",0,2025-01-24T01:34:31Z
@nycoci,"org ind itu blajar mansjemen. tpi menejemen resiko aj gk d terapin. asbun bkin raker, asal d kerjain aj. ngasal stengh2 kl ngrjain. ad feedback aj ttup telinga. susah birokrasi kita tuh. mreka yg penting nyelesein ap yg atasan sruh. yg jdi atasan lbih mentingin citra pngen tau beresny aj",0,2025-01-24T01:33:55Z
@AlbarqyBarqy,"Indonesia sudah salah satu hari sejak proklamasi kemerdekaan dibacakan. Jadi seterusnya dan seterusnya akan try en eror terus. 
Soal makan gratis, kabinet gembul, pagar laut, Freeport, korupsi timah, 3 periode dll cukup jawab dengan ""jangan tanya saya"" ya wajar namanya juga fail state. 
Sini debat!!😂",0,2025-01-24T01:33:21Z
@Fajrinrhmnn,"anak anak tuh diajarin etika, ajarin adab yang baik, kejujuran, bukan malah mematikan kejujuran. kalo kek gini membuat tiap anak takut berpendapat",0,2025-01-24T01:32:35Z
@CatatanWarso,"Saya pikir si OM ded ini berubah, setelah melihat gurunya bilang es teh dan ngobrol ust Felix ternyata ini jauh lebih buruk dari gurunya. 1. Kenapa harus buat video dengan marah2 tidak pakai baju untuk seorang anak dibawah umur.
2. Kenapa harus membandingkan nasi box dgn MBG.
3. Kenapa harus bilang kepalamu pea.
4. Kenapa bilang sekaya apa dirimu.
5.kenpa harus membandingkan anak orang.
Itulah yg saya sayangkan. Knp seorang yg katanya smart people ko cara berpikir dan ucapan kaya gini, jauh melebihi gurunya. Dan tidak smpi distu orang yang menyerang dikatakan buzzer, wow keren emang si OM ded ini. MANTAP.",219,2025-01-24T01:31:10Z
@MrAdamqisthi,"Ending 
X fresh money 👎
V fresh bumbu & bahan baku makanan 👍",1,2025-01-24T01:30:19Z
@ciptokorompot8174,"Visi Presiden sangat Esensial. Mengangkat Gizi Para Siswa Guna mendorong Peningkatan Pendidikan Generasi.... Tapi selama Negara ini Masih mengadopsi Sistem Kapitalis, maka Program ini akan di Pandang sebagai Bisnis oleh sebagian Orang... Coba negara kita benar2 Menjalankan Amanah Pancasila secara Substansial yg lebih cenderung ke Sosialis. Maka,program seperti niscaya bisa dikontrol dengan benar.",0,2025-01-24T01:28:17Z
@srisurmini8331,"Dari menunya aja gak semuanya bergizi, contoh yg direview di video, kornet. Kornet itu bukan makanan bergizi pak, ultra process food yg kaya akan tambahan² dan bahan² sintetik. Bukti dari serampangannya program ini, bahkan dr pemilihan menunya pun gak sesuai dari nama programnya. Lebih ke menggugurkan janji kampanye aja, bukan betul² berniat utk memberantas stunting dan penyakit² yg berhubungan dgn gizi lainnya",0,2025-01-24T01:27:52Z
@adityaudayanagolfvlogs1317,"Sampai sekarang kurang paham kenapa program nya disebut makan siang gratis, ini makanan nga gratis lho.",0,2025-01-24T01:27:44Z
@naulihouse8120,"setuju dgn pemikirannya bang,,,beban fiskalnya dibebankan aja sama perampasan aset koruptor",0,2025-01-24T01:23:22Z
@yoki3020,"My man here, cooked.",0,2025-01-24T01:22:54Z
@andrepixel6393,"menarik sih bang, kalo di kelola kantin.. distribusi lebih cepat dan tahu kebiasaan murid murid",0,2025-01-24T01:22:47Z
@crowngaming2570,Saran bang untuk pencahayaan tolong di tingkatin bang 🙏🙏,0,2025-01-24T01:22:31Z
@hey.unclestar,"next tentang oknum polisi dong.khususnya yg suka jebak nark0b4, abangdaku...",0,2025-01-24T01:22:27Z
@IndraPur-ee5uc,Di Konoha apa sih yg g si korup...,0,2025-01-24T01:21:58Z
@claxerado,harapan gw jangan sampai kebijaksanaan lu dalam membuat konten terbiaskan karena lu terikat jaringan onoh.,0,2025-01-24T01:21:50Z
@bestieaqivatih871,"Kalo tidak sependapat, ya ga usah marah marah, om deddy. Masing-masing individu punya pendapat dan pandangan berbeda terhadap suatu objek.",0,2025-01-24T01:20:57Z
@nhenho6518,"Ahok jg bilang bakal diawasi klo ga sesuai ya dievaluasi,, klo sampe buat depo ya pasti ketahuan ,, simple",0,2025-01-24T01:20:31Z
@jasonzw6754,Mantap,0,2025-01-24T01:20:03Z
@ibnurauufalhaqqi1436,Bang bahas dong anak2 sekolah menengah sekarang banyak yang live tiktok pada saat jam pelajaran,0,2025-01-24T01:19:37Z
@BetaNoob,"kalo Om Deddy jelas, Deddy KokBuzzer memang buzzer. Denial banget sampe bocil kata2in PEA... Dulu2 dia bacot banget sama pelecehan bocil yang dilakukan pemuka agama di tibet. sekarang dia merendahkan bocil2 kematian. Buzzer fix.",0,2025-01-24T01:18:45Z
@xRaksx90,"10:00 memperdayakan kantin kantin sekolah yang sedang eksis? kayanya ga mungkin bang pasti catheringnya juga punya penjabat atau orang orang dari ruang lingkup mereka juga 😂
inget covid aja bisnis PCR yang punya siapa 🤣🤣🤣",0,2025-01-24T01:18:43Z
@Abu_Zakaria,"wlw kita rakyat sipil konsen ama tema yg akan dibahas mas ferry,,,cuma ttp video yg di sajikan dari intro aja text judul ada di belakang mas ferry,,,,greget cinematic masih terjaga mas hahahah",0,2025-01-24T01:17:58Z
@sitihamidah8998,"Kuncinya adalah check and ballance, masyarakat dan pemimpih tidak boleh alergi dengan perbedaan maupun persamaan yang ada dalam birokrasi dan sosial...",0,2025-01-24T01:17:57Z
@keluarga-abdul,"Saya belum paham bang dengan makan siang gratis,apakah ini serentak seluruh indonesia apa cuman di daerah tertentu soalnya di daerah saya belum ada..",0,2025-01-24T01:17:51Z
@InstanRamen,"soal ngasih standar di kantin sekolah gua ada mikir ke arah sana juga, dari pada Pemerintah ngeluarin dana besar2an buat makanan gratis yg banyak dari makanan nya entah di makan sama anak yg sebener nya ga kekurangan gizi jadi ga efektif.

 mending bikin team khusus untuk ngecek kantin2 di sekolah agar sesuai standar gizi. lantas bagaimana dengan anak yg kekurangan Uang? Disitu baru program khusus untuk anak kekurangan bisa dapat uang untuk makan dari pemerintah. 

1. Lebih efisien
2. Biaya lebih murah
3. Lebih efektif

Sebener nya makan juga ga sefektif itu buat ningkatin pendidikan di indonesia, program juga penting banget.",0,2025-01-24T01:17:40Z
@allennear,"orang makin tua tuh makin kaya bocah, itu yg terjadi kepada cahyadi",1,2025-01-24T01:16:52Z
@vinasak2440,"jujur kalau om deddy ngomong apa pun sembari enggak pakai baju gua skip agak aneh liat nya, tapi kalau dia komen di podcast gua tonton
skip hanya pas ngomong enggak pakai baju",0,2025-01-24T01:16:40Z
@way3282,Wkwkw 11:02,4,2025-01-24T01:16:38Z
@chindychenel4051,Cahyadi core buzzer,0,2025-01-24T01:16:19Z
@dodiblade88,Riau gk ada kabar makan siang gratis.. 😂,0,2025-01-24T01:15:56Z
@MPPBangkalan-n1h,jaman orba ada iklannya PMTAS,0,2025-01-24T01:15:04Z
@umakumik8179,Dari mana uangnya,0,2025-01-24T01:14:53Z
@overgreed.,"menurutku, tujuan/ dari makan bergizi gratis ini agak melenceng ya. melenceng karna yang seharusnya cuma mikirin ""memberi makan BERGIZI"" kepada murid sekolah, tetapi  mereka juga mikirin ""membantu UMKM"" yang mana ini ga salah sebenernya. Tapi diperlukan skala prioritas, jadi singkirin dulu nih pihak 3 (umkm) dan buat 1 divisi yang hanya fokus bertujuan untuk memberi makan bergizi kepada anak sekolah. dan kalau cuma memiliki 1 'kepala' seharusnya lebih bisa diseragamkan atau diberikan STANDAR yang jelas dan sistematis sehingga gizi anak tercukupi. Disini karna ada pihak luar atau pihak ke3 yang memiliki mindset bisnis, pasti di kepalanya adalah ""biaya kecil untuk keuntungan yang besar"" dan dikombinasikan dengan pns korup, kelar itu mbg gaakan pernah layak.

oiya, dan juga jangan mulai dari negara jawa dong. luar negara jawa yang fasilitasnya lebih sulit dulu dihadapin. baru negara jawa diurus

note: seharusnya di seluruh kota yang menjalankan mbg ini, makanannya harus sama contohnya ayam sama rata 150gr, nasi 150gr, sayur 150gr, tahu tempe (salah satu makanan murah yang tinggi banget proteinnya) 100gr. gausah pake susu, susu itu tipuan aja. begitu kira""",0,2025-01-24T01:14:47Z
@pancaerlangga6969,"Lebih baik LKG ""Lowongan Kerja Gratis""",0,2025-01-24T01:14:26Z
@bandindia6134,3:03 MEMANG SEREM *AURANYA* *PAK* *HARTO* GAK KAYA BOKAPNYA FUFUFAFA YA.. AHAHAHAHAHAHA,0,2025-01-24T01:14:17Z
@PangananId,"Aku yakin mending ganti sdm nya,",0,2025-01-24T01:13:32Z
@kukuruyuk17,"gua setuju kaya pa Ahok bilang tapi versi dikasi voucher bukan duit kaya di jepang, checking-nya gampang tinggal pake cap gituu",0,2025-01-24T01:12:32Z
@YosepRA,"Sebagai orang yang kontra sama program ini, gua sejatinya setuju kalau program ini bakalan bagus kalau tepat sasaran. Gua bukannya kontra karena gua gak peduli sama kebutuhan makan anak sekolah, tapi karena gua gak percaya sama integritas Indonesia dan mereka yang ngejalanin nih program.

Sampai sekarang pun gua skeptis parah, seakan-akan nunggu bom waktu sampai kasus korupsi bakal mencuat. Seakan-akan itu udah jadi suatu kepastian. Sekarang, staff MBG mungkin bakal curi 1000 dari budget. Next time, 2000 rupiah. Next time, 3000 rupiah. Gitu aja terus sampai kualitas program pun anjlok.

Tapi ya lagi, ini mungkin dateng dari orang yang udah pesimis parah sama Indonesia. Jadi bias gua bakal cenderung hiperbolik di sini. Kalau memang gitu, gua minta maaf. Tapi lagi, kalau MBG jalan baik, efeknya pun juga baik. That's a fact.",0,2025-01-24T01:11:57Z
@geloraperubahanchanel2804,h,0,2025-01-24T01:11:42Z
@cepielta3473,"Wah... fresh money, DEPO ! 😂",0,2025-01-24T01:11:32Z
@MsR-c1s,"Setuju bang,semua pilihan ABANG sebutkan sama dengan yg KUPIKIR kan❤, terimakasih sudah menyuarakan isi PIKIRAN inu❤❤",0,2025-01-24T01:11:19Z
@kometcon3953,"intinya, ini program mentok gak punya ide gak punya gagasan,
program yang besar tapi menghasilkan human eror yang besar juga
bukan yang di build fundamental nya
tapi malah perut nya yg di pikirkanya

contoh negara2 maju program kecil tapi efeknya besar
contoh korea berpihak sama cukong2nya efeknya banyak lapangan pekerjaan
cina hukum berat para koruptornya efeknya 30 th jadi negara adidaya
jepang industrialnya sony,yamaha,honda, dan tetek mbengeknya",0,2025-01-24T01:11:16Z
@ilhamadityapranata9900,"Terkadang karna ada kepentingan bagi bagi anggaran, penguasa banyak menciptakan vendor vendor siluman supaya dana bisa dimainkan dan diambil untuk jatah kelompoknya",0,2025-01-24T01:11:03Z
@vert1811,"Inget kata mas bagus mulyadi, ""orang kita ga biasa bedain idea dan personal"" 
Kalo lu ga suka sama ideanya, serang ideanya, bukan personalnya
Sama kaya kasus om ded, idenya tolol, tapi orangnya ngga

Memberdayakan kantin itu bagus banget sih, mereka yang cari uang dapet solusi, next stepnya bisa dikasih edukasi soal bisnis atau SOP katering, jadi kalo program ini ga lanjut atau mereka udah ga terlibat, mereka bisa buka usaha katering sendiri",0,2025-01-24T01:10:46Z
@AhmadDarimi-i8r,"Persepektif gw yg tinggal dijakarta, anak sekolah era sekarang punya tinggi badan rata2 lebih tinggi dari generasi gw tahun 90an. Gw yakin mereka gak pernah makan telor di bagi 5, atau makan Indomie sebungkus bisa buat sekeluarga.. mereka generasi yg sudah mengkonsumsi susu formula. Generasi gw, anak di keluarga ekonomi menengah biasa minum SKM",1,2025-01-24T01:09:32Z
@fathurwati8498,Yang milih prabowo itu mayoritas orang kampung tapi yang di kasih makan siang orang kota yang mayoritas pendukung Anis. Ya kalo di bully itu wajar. Kenapa pendukungnya itu tidak di kasih ya. Di desa yang membutuhkan makan siang gratis malah gk di kasih aneh memang prabowo. Kali blom bisa merata ya gk usah di jalankan programnya dari pada bikin iri,0,2025-01-24T01:09:21Z
@anggunfauzi5235,@ferryirwandi lu jd menteri aja sih bang,0,2025-01-24T01:08:24Z
@zaapoo,program yang celah korupsinya tinggi,0,2025-01-24T01:07:45Z
@Hanimahsyekha,Ko sedih ya 😢. Mau kebaikan sebaik apapun ada aja orang orang jahat yang manfaatin .. padahal manfaatnya kan buat meringankan uang jajan .. tapi aja aja yang gk bersyukur,0,2025-01-24T01:06:06Z
@TaruffJurnal,"Akses ke sekolah sekolahhh yg lebihh membutuhkann lebihhh sulit, jadi yg gampang di jamahh duluu, hemmm dari sini aja terlihat ada hal yg haruss lebihhh di  prioritasin dari MBG",0,2025-01-24T01:05:27Z
@sayaduren5518,"Makan siang gratis menurut saya dampak positif nya jika kementrian kompak dan oknum bisa di matikan. 
Sektor pertanian akan tumbuh, UMKM bisa bertumbuh. Jika bahan baku wajib menggunakan produksi dalam negeri dan UMKM akan terangkat quality controlnya dg aturan makanan bergizi ini",0,2025-01-24T01:05:07Z
